"sgdid"	"type"	"qual"	"name"	"gene"	"alias"	"parent"	"sgdid2"	"chrom"	"start"	"end"	"strand"	"genpos"	"cver"	"sver"	"desc"
"182"	"S000004760"	"ORF"	"Verified"	"YMR152W"	"YIM1"	""	"chromosome 13"	"L000002671"	"13"	563096	564193	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; null mutant displays sensitivity to DNA damaging agents; may have a role in lipid metabolism, based on localization to lipid droplets; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress"
"183"	"S000004766"	"ORF"	"Verified"	"YMR157C"	"AIM36"	"FMP39"	"chromosome 13"	""	"13"	572044	571277	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies"
"184"	"S000004776"	"ORF"	"Verified"	"YMR166C"	"MME1"	""	"chromosome 13"	""	"13"	594473	593367	"C"	NA	"2011-02-03"	"1996-07-31"	"Transporter of the mitochondrial inner membrane that exports magnesium; involved in mitochondrial Mg2+ homeostasis; has similarity to human mitochondrial ATP-Mg/Pi carriers"
"185"	"S000004789"	"ORF"	"Verified"	"YMR177W"	"MMT1"	"MFT1"	"chromosome 13"	"L000004107"	"13"	616566	618098	"W"	NA	"2011-02-03"	"1996-07-31"	"Putative metal transporter involved in mitochondrial iron accumulation; MMT1 has a paralog, MMT2, that arose from the whole genome duplication"
"186"	"S000004801"	"ORF"	"Verified"	"YMR189W"	"GCV2"	"glycine decarboxylase subunit P|GSD2"	"chromosome 13"	"L000000734"	"13"	637500	640604	"W"	NA	"2011-02-03"	"1996-07-31"	"P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm"
"187"	"S000004806"	"ORF"	"Verified"	"YMR193W"	"MRPL24"	"mitochondrial 54S ribosomal protein YmL24/YmL14|YmL14|YmL24|MRPL14"	"chromosome 13"	"L000002690"	"13"	650036	650812	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial ribosomal protein of the large subunit; two mitochondrial ribosomal proteins, YmL14 and YmL24, have been assigned to the same gene"
"188"	"S000028514"	"ORF"	"Verified"	"YMR194C-B"	"CMC4"	""	"chromosome 13"	""	"13"	652887	652594	"C"	NA	"2011-02-03"	"2003-07-29"	"Protein that localizes to the mitochondrial intermembrane space; localizes via the Mia40p-Erv1p system; contains twin cysteine-x(9)-cysteine motifs"
"189"	"S000004808"	"ORF"	"Verified"	"YMR195W"	"ICY1"	""	"chromosome 13"	"S000007527"	"13"	654034	654417	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; required for viability in rich media of cells lacking mitochondrial DNA; mutants have an invasive growth defect with elongated morphology; induced by amino acid starvation; ICY1 has a paralog, ICY2, that arose from the whole genome duplication"
"190"	"S000004816"	"ORF"	"Verified"	"YMR203W"	"TOM40"	"MOM38|ISP42"	"chromosome 13"	"L000000878"	"13"	668492	669655	"W"	NA	"2011-02-03"	"1996-07-31"	"Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; constitutes the core element of the protein conducting pore; pre-Tom40p is phosphorylated by PKA, which impairs its import into mitochondria under non-respiratory conditions"
"191"	"S000004820"	"ORF"	"Verified"	"YMR207C"	"HFA1"	"acetyl-CoA carboxylase HFA1"	"chromosome 13"	"L000000769"	"13"	683564	677193	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon"
"192"	"S000004824"	"ORF"	"Verified"	"YMR211W"	"DML1"	""	"chromosome 13"	""	"13"	689083	690510	"W"	NA	"2011-02-03"	"1996-07-31"	"Essential protein involved in mtDNA inheritance; may also function in the partitioning of the mitochondrial organelle or in the segregation of chromosomes, exhibits regions similar to members of a GTPase family"
"193"	"S000004854"	"ORF"	"Verified"	"YMR241W"	"YHM2"	""	"chromosome 13"	"L000004516"	"13"	751961	752905	"W"	NA	"2011-02-03"	"1996-07-31"	"Citrate and oxoglutarate carrier protein; exports citrate from and imports oxoglutarate into the mitochondrion, causing net export of NADPH reducing equivalents; also associates with mt nucleoids and has a role in replication and segregation of the mt genome"
"194"	"S000004857"	"ORF"	"Verified"	"YMR244C-A"	"COA6"	""	"chromosome 13"	""	"13"	758831	758517	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein involved in cytochrome c oxidase (Complex IV) assembly; involved in delivery of copper to Complex IV; also required for efficient formation of respiratory supercomplexes comprised of Complexes III and IV; localizes to the mitochondrial intermembrane space; ortholog implicated in cardiac defects in zebrafish and human; transcription is induced in response to the DNA-damaging agent MMS; protein abundance increases in response to DNA replication stress"
"195"	"S000004869"	"ORF"	"Verified"	"YMR256C"	"COX7"	"cytochrome c oxidase subunit VII"	"chromosome 13"	"L000000391"	"13"	779127	778945	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit VII of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain"
"196"	"S000004870"	"ORF"	"Verified"	"YMR257C"	"PET111"	""	"chromosome 13"	"L000001393"	"13"	782031	779629	"C"	177	"2011-02-03"	"1996-07-31"	"Mitochondrial translational activator specific for the COX2 mRNA; located in the mitochondrial inner membrane"
"197"	"S000004880"	"ORF"	"Verified"	"YMR267W"	"PPA2"	"inorganic diphosphatase PPA2|IPP2"	"chromosome 13"	"L000001469"	"13"	801772	802704	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial inorganic pyrophosphatase; required for mitochondrial function and possibly involved in energy generation from inorganic pyrophosphate; human ortholog, PPA2, functionally complements the null mutant; mutations in human PPA2 cause a mitochondrial disease resulting in sudden unexpected cardiac arrest in infants"
"198"	"S000004895"	"ORF"	"Verified"	"YMR282C"	"AEP2"	"ATP13"	"chromosome 13"	"L000000054"	"13"	835098	833356	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial protein; likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader"
"199"	"S000004900"	"ORF"	"Verified"	"YMR287C"	"DSS1"	"MSU1"	"chromosome 13"	"L000001208"	"13"	845345	842436	"C"	NA	"2011-02-03"	"1996-07-31"	"3'-5' exoribonuclease; component of the mitochondrial degradosome along with the ATP-dependent RNA helicase Suv3p; the degradosome associates with the ribosome and mediates turnover of aberrant or unprocessed RNAs"
"200"	"S000004916"	"ORF"	"Verified"	"YMR301C"	"ATM1"	"ATP-binding cassette Fe/S cluster precursor transporter ATM1"	"chromosome 13"	"L000000140"	"13"	869627	867555	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial inner membrane ATP-binding cassette (ABC) transporter; exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol; human homolog ABCB7 can complement yeast null mutant"
"201"	"S000004917"	"ORF"	"Verified"	"YMR302C"	"YME2"	"PRP12|RNA12"	"chromosome 13"	"L000001503"	"13"	872625	870073	"C"	NA	"2011-02-03"	"1996-07-31"	"Integral inner mitochondrial membrane protein; role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases"
"202"	"S000004923"	"ORF"	"Verified"	"YMR306W"	"FKS3"	"putative 1,3-beta-D-glucan synthase"	"chromosome 13"	"L000004080"	"13"	881159	886516	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein involved in spore wall assembly; has similarity to 1,3-beta-D-glucan synthase catalytic subunits Fks1p and Gsc2p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"203"	"S000005272"	"ORF"	"Verified"	"YNL328C"	"MDJ2"	""	"chromosome 14"	"L000004357"	"14"	23274	22834	"C"	NA	"1996-07-31"	"1996-07-31"	"Constituent of the mitochondrial import motor; associated with the presequence translocase; function overlaps with that of Pam18p; stimulates the ATPase activity of Ssc1p to drive mitochondrial import; contains a J domain"
"204"	"S000005262"	"ORF"	"Verified"	"YNL318C"	"HXT14"	""	"chromosome 14"	"L000002762"	"14"	40329	38707	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein with similarity to hexose transporter family members; expression is induced in low glucose and repressed in high glucose; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"205"	"S000005259"	"ORF"	"Verified"	"YNL315C"	"ATP11"	""	"chromosome 14"	"L000000148"	"14"	44280	43324	"C"	NA	"2011-02-03"	"1996-07-31"	"Molecular chaperone; required for the assembly of alpha and beta subunits into the F1 sector of mitochondrial F1F0 ATP synthase; N-terminally propionylated in vivo"
"206"	"S000005254"	"ORF"	"Verified"	"YNL310C"	"ZIM17"	"HEP1|TIM15|FMP28"	"chromosome 14"	""	"14"	52431	51907	"C"	NA	"2011-02-03"	"1996-07-31|2006-05-10"	"Protein co-chaperone with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix; required for the maintenance of Ssc1p solubility and assists in the functional interaction of Ssc1p with substrate proteins"
"207"	"S000005249"	"ORF"	"Verified"	"YNL305C"	"BXI1"	"YBH3"	"chromosome 14"	""	"14"	59791	58898	"C"	NA	"1996-07-31"	"1996-07-31"	"Protein involved in apoptosis; variously described as containing a BCL-2 homology (BH3) domain or as a member of the BAX inhibitor family; reported to promote apoptosis under some conditions and to inhibit it in others; localizes to ER and vacuole; may link the unfolded protein response to apoptosis via regulation of calcium-mediated signaling; translocates to mitochondria under apoptosis-inducing conditions in a process involving Mir1p and Cor1p"
"208"	"S000005248"	"ORF"	"Verified"	"YNL304W"	"YPT11"	"Rab family GTPase YPT11"	"chromosome 14"	""	"14"	60297	61550	"W"	NA	"2005-11-07"	"1996-07-31|2005-11-07"	"Rab GTPase; Myo2p-binding protein implicated in mother-to-bud transport of cortical endoplasmic reticulum (ER), late Golgi, and mitochondria during cell division; function is regulated at multiple levels; abundance of active Ypt11p forms is controlled by phosphorylation status and degradation; normally a low-abundance protein whose ER localization is only detected when protein is highly over expressed"
"209"	"S000005236"	"ORF"	"Verified"	"YNL292W"	"PUS4"	"pseudouridine synthase PUS4"	"chromosome 14"	"L000003347"	"14"	82806	84017	"W"	NA	"2005-11-07"	"1996-07-31"	"Pseudouridine synthase; catalyzes only the formation of pseudouridine-55 (Psi55), a highly conserved tRNA modification, in mitochondrial and cytoplasmic tRNAs; also responsible for pseudouracil modification of some mRNAs; PUS4 overexpression leads to translational derepression of GCN4 (Gcd- phenotype)"
"210"	"S000005218"	"ORF"	"Verified"	"YNL274C"	"GOR1"	"glyoxylate reductase"	"chromosome 14"	""	"14"	122170	121118	"C"	NA	"2005-11-07"	"1996-07-31"	"Glyoxylate reductase; null mutation results in increased biomass after diauxic shift; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress"
"211"	"S000005195"	"ORF"	"Verified"	"YNL251C"	"NRD1"	"Nrd1 complex RNA-binding subunit"	"chromosome 14"	"L000002862"	"14"	174315	172588	"C"	NA	"2011-02-03"	"1996-07-31"	"RNA-binding subunit of Nrd1 complex; complex interacts with exosome to mediate 3'-end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; interacts with CTD of RNA pol II large subunit Rpo21p at phosphorylated Ser5 to direct transcription termination of non-polyadenylated transcripts; H3K4 trimethylation of transcribed regions by Set1p enhances recruitment of Nrd1p to those sites; role in regulation of mitochondrial abundance and cell size"
"212"	"S000005193"	"ORF"	"Verified"	"YNL249C"	"MPA43"	""	"chromosome 14"	"L000003096"	"14"	181022	179394	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"213"	"S000005186"	"ORF"	"Verified"	"YNL242W"	"ATG2"	"APG2|AUT8|SPO72"	"chromosome 14"	"L000004782"	"14"	191324	196102	"W"	NA	"2011-02-03"	"1996-07-31"	"Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress"
"214"	"S000005181"	"ORF"	"Verified"	"YNL237W"	"YTP1"	""	"chromosome 14"	"L000003036"	"14"	205188	206567	"W"	NA	"2011-02-03"	"1996-07-31"	"Probable type-III integral membrane protein of unknown function; has regions of similarity to mitochondrial electron transport proteins"
"215"	"S000005157"	"ORF"	"Verified"	"YNL213C"	"RRG9"	""	"chromosome 14"	""	"14"	247104	246460	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"216"	"S000005152"	"ORF"	"Verified"	"YNL208W"	""	""	"chromosome 14"	""	"14"	254418	255017	"W"	NA	"2011-02-03"	"2004-02-19|1996-07-31"	"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi"
"217"	"S000005144"	"ORF"	"Verified"	"YNL200C"	"NNR1"	"NADHX epimerase"	"chromosome 14"	""	"14"	264453	263713	"C"	NA	"2011-02-03"	"1996-07-31"	"NADHX epimerase; catalyzes isomerization of (R)- and (S)-NADHX; homologous to AIBP in mammals and the N- terminal domain of YjeF in E.coli; enzyme is widespread in eukaryotes, prokaryotes and archaea; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"218"	"S000005113"	"ORF"	"Verified"	"YNL169C"	"PSD1"	"phosphatidylserine decarboxylase 1"	"chromosome 14"	"L000001518"	"14"	317671	316169	"C"	NA	"2011-02-03"	"1996-07-31"	"Phosphatidylserine decarboxylase of the mitochondrial inner membrane; converts phosphatidylserine to phosphatidylethanolamine; regulates mitochondrial fusion and morphology by affecting lipid mixing in the mitochondrial membrane and by influencing the ratio of long to short forms of Mgm1p; partly exposed to the mitochondrial intermembrane space; autocatalytically processed"
"219"	"S000005075"	"ORF"	"Verified"	"YNL131W"	"TOM22"	"MOM22|MAS22|MAS17"	"chromosome 14"	"L000002582"	"14"	378767	379225	"W"	NA	"2011-02-03"	"1996-07-31"	"Component of the TOM (Translocase of Outer Membrane) complex; responsible for initial import of mitochondrially directed proteins; mediates interaction between TOM and TIM complexes and acts as a receptor for precursor proteins"
"220"	"S000005065"	"ORF"	"Verified"	"YNL121C"	"TOM70"	"protein channel TOM70|OMP1|MOM72|MAS70"	"chromosome 14"	"L000001030|L000003141"	"14"	400537	398684	"C"	NA	"2011-02-03"	"1996-07-31"	"Component of the TOM (translocase of outer membrane) complex; involved in the recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins; TOM70 has a paralog, TOM71, that arose from the whole genome duplication"
"221"	"S000005045"	"ORF"	"Verified"	"YNL101W"	"AVT4"	""	"chromosome 14"	""	"14"	434999	437140	"W"	NA	"2011-02-03"	"1996-07-31"	"Vacuolar transporter; exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs)"
"222"	"S000005044"	"ORF"	"Verified"	"YNL100W"	"MIC27"	"AIM37|MCS27"	"chromosome 14"	""	"14"	437613	438317	"W"	NA	"2011-02-03"	"1996-07-31"	"Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane; forms a subcomplex with Mic10p and Mic12p whose assembly and stability requires cardiolipin"
"223"	"S000005029"	"ORF"	"Verified"	"YNL085W"	"MKT1"	""	"chromosome 14"	"L000001120"	"14"	467131	469623	"W"	-69	"2011-02-03"	"1996-07-31"	"Protein similar to nucleases that forms a complex with Pbp1p; complex may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability, drug resistance, and more; forms cytoplasmic foci upon DNA replication stress; localization to P-bodies under ethanol stress differs between strains"
"224"	"S000005027"	"ORF"	"Verified"	"YNL083W"	"SAL1"	"Ca(2+)-binding ATP:ADP antiporter SAL1"	"chromosome 14"	""	"14"	471377	472861	"W"	NA	"2011-02-03"	"2004-02-18|2010-01-05|1996-07-31"	"ADP/ATP transporter; member of the Ca2+-binding subfamily of mitochondrial carriers, with two EF-hand motifs; transport activity of either Sal1p or Pet9p is critical for viability; polymorphic in different S. cerevisiae strains"
"225"	"S000005025"	"ORF"	"Verified"	"YNL081C"	"SWS2"	"putative mitochondrial 37S ribosomal protein SWS2"	"chromosome 14"	""	"14"	476619	476188	"C"	NA	"2011-02-03"	"1996-07-31"	"Putative mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S13 ribosomal protein; participates in controlling sporulation efficiency; localizes to vacuole in response to H2O2"
"226"	"S000005021"	"ORF"	"Verified"	"YNL077W"	"APJ1"	""	"chromosome 14"	""	"14"	481391	482977	"W"	NA	"2011-02-03"	"1996-07-31"	"Chaperone with a role in SUMO-mediated protein degradation; member of the DnaJ-like family; conserved across eukaryotes; overexpression interferes with propagation of the [Psi+] prion; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; forms nuclear foci upon DNA replication stress"
"227"	"S000005020"	"ORF"	"Verified"	"YNL076W"	"MKS1"	"LYS80"	"chromosome 14"	"L000001119"	"14"	483556	485310	"W"	NA	"2011-02-03"	"1996-07-31"	"Pleiotropic negative transcriptional regulator; involved in Ras-CAMP and lysine biosynthetic pathways and nitrogen regulation; involved in retrograde (RTG) mitochondria-to-nucleus signaling"
"228"	"S000005017"	"ORF"	"Verified"	"YNL073W"	"MSK1"	"lysine--tRNA ligase MSK1"	"chromosome 14"	"L000001195"	"14"	488386	490116	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial lysine-tRNA synthetase; required for import of both aminoacylated and deacylated forms of tRNA(Lys) into mitochondria and for aminoacylation of mitochondrially encoded tRNA(Lys)"
"229"	"S000005014"	"ORF"	"Verified"	"YNL070W"	"TOM7"	"YOK22|MOM7"	"chromosome 14"	"L000003250"	"14"	493366	493548	"W"	NA	"2011-02-03"	"1996-07-31"	"Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex"
"230"	"S000005000"	"ORF"	"Verified"	"YNL055C"	"POR1"	"porin POR1|VDAC|YVDAC1|OMP2"	"chromosome 14"	"L000001302"	"14"	518845	517994	"C"	NA	"2011-02-03"	"1997-01-28"	"Mitochondrial porin (voltage-dependent anion channel); outer membrane protein required for maintenance of mitochondrial osmotic stability and mitochondrial membrane permeability; couples the glutathione pools of the intermembrane space (IMS) and the cytosol; interacts with Om45 and Om14 in the outer membrane; phosphorylated; protein abundance increases in response to DNA replication stress"
"231"	"S000004997"	"ORF"	"Verified"	"YNL052W"	"COX5A"	"cytochrome c oxidase subunit Va"	"chromosome 14"	"L000000388|L000000387"	"14"	531725	532186	"W"	NA	"2011-02-03"	"1997-01-28"	"Subunit Va of cytochrome c oxidase; cytochrome c oxidase is the terminal member of the mitochondrial inner membrane electron transport chain; Cox5Ap is predominantly expressed during aerobic growth while its isoform Vb (Cox5Bp) is expressed during anaerobic growth; COX5A has a paralog, COX5B, that arose from the whole genome duplication"
"232"	"S000004982"	"ORF"	"Verified"	"YNL037C"	"IDH1"	"isocitrate dehydrogenase (NAD(+)) IDH1"	"chromosome 14"	"L000000849"	"14"	559002	557920	"C"	NA	"2011-02-03"	"1997-01-28"	"Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle"
"233"	"S000004971"	"ORF"	"Verified"	"YNL026W"	"SAM50"	"SAM complex subunit SAM50|TOB55|OMP85"	"chromosome 14"	""	"14"	581920	583374	"W"	NA	"2011-02-03"	"1997-01-28"	"Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; homologous to bacterial Omp85"
"234"	"S000004948"	"ORF"	"Verified"	"YNL003C"	"PET8"	"SAM5"	"chromosome 14"	"L000001385"	"14"	625829	624975	"C"	3	"2011-02-03"	"1997-01-28"	"S-adenosylmethionine transporter of the mitochondrial inner membrane; member of the mitochondrial carrier family; required for biotin biosynthesis and respiratory growth"
"235"	"S000005284"	"ORF"	"Verified"	"YNR001C"	"CIT1"	"citrate (Si)-synthase CIT1|LYS6|CS1"	"chromosome 14"	"L000000341"	"14"	631061	629622	"C"	NA	"2011-02-03"	"1997-01-28"	"Citrate synthase; catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate; the rate-limiting enzyme of the TCA cycle; nuclear encoded mitochondrial protein; CIT1 has a paralog, CIT2, that arose from the whole genome duplication"
"236"	"S000005285"	"ORF"	"Verified"	"YNR002C"	"ATO2"	"putative ammonium permease ATO2|FUN34"	"chromosome 14"	"L000000647"	"14"	633856	633008	"C"	NA	"2011-02-03"	"1997-01-28"	"Putative transmembrane protein involved in export of ammonia; ammonia is a starvation signal that promotes cell death in aging colonies; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family; homolog of Y. lipolytica Gpr1p; ATO2 has a paralog, ADY2, that arose from the whole genome duplication"
"237"	"S000005296"	"ORF"	"Verified"	"YNR013C"	"PHO91"	""	"chromosome 14"	""	"14"	651712	649028	"C"	NA	"2011-02-03"	"1997-01-28"	"Low-affinity vacuolar phosphate transporter; exports phosphate from the vacuolar lumen to the cytosol; regulates phosphate and polyphosphate metabolism; acts upstream of Pho81p in regulation of the PHO pathway; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth"
"238"	"S000005300"	"ORF"	"Verified"	"YNR017W"	"TIM23"	"protein transporter TIM23|MAS6|MPI3|MIM23"	"chromosome 14"	"L000001140|L000001028"	"14"	662913	663581	"W"	NA	"2011-02-03"	"1997-01-28"	"Essential component of the TIM23 complex; involved in protein import into mitochondrial matrix and inner membrane; with Tim17p, contributes to architecture and function of the import channel; TIM23 complex is short for the translocase of the inner mitochondrial membrane"
"239"	"S000005303"	"ORF"	"Verified"	"YNR020C"	"ATP23"	"putative metalloprotease"	"chromosome 14"	""	"14"	668222	667410	"C"	NA	"2011-02-03"	"1997-01-28"	"Putative metalloprotease of the mitochondrial inner membrane; required for processing of Atp6p; has an additional role in assembly of the F0 sector of the F1F0 ATP synthase complex; substrate of the Mia40p-Erv1p disulfide relay system, and folding is assisted by Mia40p"
"240"	"S000005305"	"ORF"	"Verified"	"YNR022C"	"MRPL50"	"mitochondrial 54S ribosomal protein MRPL50"	"chromosome 14"	""	"14"	670193	669774	"C"	NA	"2011-02-03"	"1997-01-28"	"Mitochondrial ribosomal protein of the large subunit; not essential for mitochondrial translation"
"241"	"S000005319"	"ORF"	"Verified"	"YNR036C"	"MRPS12"	"putative mitochondrial 37S ribosomal protein MRPS12"	"chromosome 14"	""	"14"	694822	694361	"C"	NA	"2011-02-03"	"1997-01-28"	"Mitochondrial protein; may interact with ribosomes based on co-purification experiments; similar to E. coli and human mitochondrial S12 ribosomal proteins"
"242"	"S000005328"	"ORF"	"Verified"	"YNR045W"	"PET494"	""	"chromosome 14"	"L000001402"	"14"	706139	707608	"W"	42	"2011-02-03"	"1997-01-28"	"Mitochondrial translational activator specific for the COX3 mRNA; acts together with Pet54p and Pet122p; located in the mitochondrial inner membrane"
"243"	"S000005353"	"ORF"	"Verified"	"YNR070W"	"PDR18"	"ATP-binding cassette multidrug transporter PDR18"	"chromosome 14"	""	"14"	765375	769376	"W"	NA	"2011-02-03"	"1997-01-28|2011-02-03"	"Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"244"	"S000005489"	"ORF"	"Verified"	"YOL129W"	"VPS68"	""	"chromosome 15"	""	"15"	77560	78114	"W"	NA	"2006-01-05"	"1996-07-31"	"Vacuolar membrane protein of unknown function; involved in vacuolar protein sorting; also detected in the mitochondria"
"245"	"S000005474"	"ORF"	"Verified"	"YOL114C"	"PTH4"	""	"chromosome 15"	""	"15"	103925	103317	"C"	NA	"2006-01-05"	"1996-07-31"	"Protein similar to the human peptidyl-tRNA hydrolase gene ICT1; associates with mitochondrial large subunit; may function in translation termination; YOL114C is not an essential gene"
"246"	"S000005469"	"ORF"	"Verified"	"YOL109W"	"ZEO1"	""	"chromosome 15"	"L000003927"	"15"	110297	110638	"W"	NA	"2006-01-05"	"1996-07-31"	"Peripheral membrane protein of the plasma membrane; interacts with Mid2p; regulates the cell integrity pathway mediated by Pkc1p and Slt2p; the authentic protein is detected in a phosphorylated state in highly purified mitochondria"
"247"	"S000005456"	"ORF"	"Verified"	"YOL096C"	"COQ3"	"hexaprenyldihydroxybenzoate methyltransferase"	"chromosome 15"	"L000000380"	"15"	139045	138107	"C"	NA	"2006-01-05"	"2003-09-22|1996-07-31"	"O-methyltransferase; catalyzes two different O-methylation steps in ubiquinone (Coenzyme Q) biosynthesis; component of a mitochondrial ubiquinone-synthesizing complex; phosphoprotein"
"248"	"S000005455"	"ORF"	"Verified"	"YOL095C"	"HMI1"	"ATP-dependent 3'-5' DNA helicase"	"chromosome 15"	"L000004614"	"15"	141347	139227	"C"	NA	"2006-01-05"	"1996-07-31"	"Mitochondrial inner membrane localized ATP-dependent DNA helicase; required for the maintenance of the mitochondrial genome; not required for mitochondrial transcription; has homology to E. coli helicase uvrD"
"249"	"S000007339"	"ORF"	"Verified"	"YOL077W-A"	"ATP19"	"F1F0 ATP synthase subunit k"	"chromosome 15"	""	"15"	185438	185644	"W"	NA	"2006-01-05"	"1999-07-17"	"Subunit k of the mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; associated only with the dimeric form of ATP synthase"
"250"	"S000005436"	"ORF"	"Verified"	"YOL076W"	"MDM20"	"NAA25|DEC1"	"chromosome 15"	"L000002975"	"15"	187024	189414	"W"	NA	"2006-01-05"	"1996-07-31"	"Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly"
"251"	"S000005428"	"ORF"	"Verified"	"YOL067C"	"RTG1"	""	"chromosome 15"	"L000001783"	"15"	202518	201985	"C"	NA	"2006-01-05"	"1996-07-31"	"Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria, peroxisomes, and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization"
"252"	"S000005421"	"ORF"	"Verified"	"YOL060C"	"MAM3"	""	"chromosome 15"	""	"15"	216137	214017	"C"	NA	"2006-01-05"	"1996-07-31"	"Protein required for normal mitochondrial morphology; has similarity to hemolysins"
