"sgdid"	"type"	"qual"	"name"	"gene"	"alias"	"parent"	"sgdid2"	"chrom"	"start"	"end"	"strand"	"genpos"	"cver"	"sver"	"desc"
"10987"	"S000002432"	"ORF"	"Verified"	"YDR025W"	"RPS11A"	"uS17|ribosomal 40S subunit protein S11A|S17|rp41A|YS12|S18A|S11A"	"chromosome 4"	"L000001757"	"4"	491515	492324	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S11 and bacterial S17; N-terminally propionylated in vivo; RPS11A has a paralog, RPS11B, that arose from the whole genome duplication"
"11101"	"S000002471"	"ORF"	"Verified"	"YDR064W"	"RPS13"	"uS15|ribosomal 40S subunit protein S13|YS15|S27a|S15|S13|RPS13C|RPS13B"	"chromosome 4"	"L000002900|L000002655"	"4"	579458	580452	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S13 and bacterial S15"
"12007"	"S000002826"	"ORF"	"Verified"	"YDR418W"	"RPL12B"	"uL11|ribosomal 60S subunit protein L12B|L11|YL23|L15B|L12B"	"chromosome 4"	"L000001711"	"4"	1301616	1302113	"W"	NA	"2011-02-03"	"1996-07-31"	"Ribosomal 60S subunit protein L12B; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12B has a paralog, RPL12A, that arose from the whole genome duplication"
"12079"	"S000002855"	"ORF"	"Verified"	"YDR447C"	"RPS17B"	"eS17|ribosomal 40S subunit protein S17B|S17e|rp51B|S17B|RPL51B|RP51B"	"chromosome 4"	"L000001670|L000001741"	"4"	1355553	1354829	"C"	NA	"2011-02-03"	"1996-07-31"	"Ribosomal protein 51 (rp51) of the small (40s) subunit; homologous to mammalian ribosomal protein S17, no bacterial homolog; RPS17B has a paralog, RPS17A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
"12087"	"S000002858"	"ORF"	"Verified"	"YDR450W"	"RPS18A"	"uS13|ribosomal 40S subunit protein S18A|S18A|S13"	"chromosome 4"	"L000004480"	"4"	1359923	1360798	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S18 and bacterial S13; RPS18A has a paralog, RPS18B, that arose from the whole genome duplication; protein increases in abundance and relocalizes from cytoplasm to nuclear foci upon DNA replication stress"
"12388"	"S000000780"	"ORF"	"Verified"	"YEL054C"	"RPL12A"	"uL11|ribosomal 60S subunit protein L12A|L11|YL23|L15A|L12A"	"chromosome 5"	"L000001712"	"5"	53218	52721	"C"	NA	"1996-07-31"	"1996-07-31"	"Ribosomal 60S subunit protein L12A; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12A has a paralog, RPL12B, that arose from the whole genome duplication"
"12869"	"S000000904"	"ORF"	"Verified"	"YER102W"	"RPS8B"	"eS8|ribosomal 40S subunit protein S8B|S8e|rp19|YS9|S8B|S14B"	"chromosome 5"	"L000001754"	"5"	363100	363702	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S8, no bacterial homolog; RPS8B has a paralog, RPS8A, that arose from the whole genome duplication"
"13233"	"S000006436"	"ORF"	"Verified"	"YFL034C-A"	"RPL22B"	"eL22|ribosomal 60S subunit protein L22B|L22e|rp4|l1c|YL31|L22B|YFL035C-B"	"chromosome 6"	"L000004513|S000002967"	"6"	64932	64243	"C"	NA	"2011-02-03"	"1996-07-31"	"Ribosomal 60S subunit protein L22A; required for translation of long 5' UTR of IME1 mRNA and meiotic entry; homologous to mammalian ribosomal protein L22, no bacterial homolog; RPL22B has a paralog, RPL22A, that arose from the whole genome duplication"
"13459"	"S000002104"	"ORF"	"Verified"	"YFR031C-A"	"RPL2A"	"uL2|ribosomal 60S subunit protein L2A|L2|rp8|YL6|L5A|L2A|RPL5B"	"chromosome 6"	"L000003147"	"6"	221418	220507	"C"	NA	"2011-02-03"	"1996-07-31"	"Ribosomal 60S subunit protein L2A; homologous to mammalian ribosomal protein L2 and bacterial L2; RPL2A has a paralog, RPL2B, that arose from the whole genome duplication"
"13831"	"S000003115"	"ORF"	"Verified"	"YGL147C"	"RPL9A"	"uL6|ribosomal 60S subunit protein L9A|L6|rp24|YL11|L9A|L8A"	"chromosome 7"	"L000001708"	"7"	228329	227754	"C"	NA	"2011-02-03"	"1996-07-31"	"Ribosomal 60S subunit protein L9A; homologous to mammalian ribosomal protein L9 and bacterial L6; RPL9A has a paralog, RPL9B, that arose from a single-locus duplication"
"13883"	"S000003091"	"ORF"	"Verified"	"YGL123W"	"RPS2"	"uS5|ribosomal 40S subunit protein S2|rp12|Ys5|S5|S4|S2|SUP138|SUP44|SUP38|RPS4"	"chromosome 7"	"L000002205"	"7"	277617	278381	"W"	-72	"2011-02-03"	"1996-07-31"	"Protein component of the small (40S) subunit; essential for control of translational accuracy; phosphorylation by C-terminal domain kinase I (CTDK-I) enhances translational accuracy; methylated on one or more arginine residues by Hmt1p; homologous to mammalian ribosomal protein S2 and bacterial S5"
"14007"	"S000003044"	"ORF"	"Verified"	"YGL076C"	"RPL7A"	"uL30|ribosomal 60S subunit protein L7A|YL8|L7A|L6A|L30|rp11"	"chromosome 7"	"L000002704|L000003255"	"7"	365996	364335	"C"	NA	"2011-02-03"	"1996-07-31"	"Ribosomal 60S subunit protein L7A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7A has a paralog, RPL7B, that arose from the whole genome duplication"
"14438"	"S000003317"	"ORF"	"Verified"	"YGR085C"	"RPL11B"	"uL5|ribosomal 60S subunit protein L11B|rp39B|YL22|L5|L16A|L11B"	"chromosome 7"	"L000001730|L000001713"	"7"	648907	648383	"C"	56	"2011-02-03"	"1996-07-31"	"Ribosomal 60S subunit protein L11B; expressed at half the level of Rpl11Ap; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11B has a paralog, RPL11A, that arose from the whole genome duplication"
"14802"	"S000003446"	"ORF"	"Verified"	"YGR214W"	"RPS0A"	"uS2|ribosomal 40S subunit protein S0A|S2|S0A|YST1|NAB1A|NAB1"	"chromosome 7"	"L000001226|L000001225"	"7"	920575	921788	"W"	NA	"2011-02-03"	"1996-07-31"	"Ribosomal 40S subunit protein S0A; required for maturation of 18S rRNA along with Rps0Bp; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal; homologous to human ribosomal protein SA and bacterial S2; RPS0A has a paralog, RPS0B, that arose from the whole genome duplication;"
"15056"	"S000001025"	"ORF"	"Verified"	"YHL033C"	"RPL8A"	"eL8|ribosomal 60S subunit protein L8A|L8e|rp6|YL5|L8A|L4A|MAK7"	"chromosome 8"	"L000000981|L000001704"	"8"	36025	35255	"C"	-38	"2011-02-03"	"1996-07-31"	"Ribosomal 60S subunit protein L8A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8A has a paralog, RPL8B, that arose from the whole genome duplication"
"15102"	"S000001007"	"ORF"	"Verified"	"YHL015W"	"RPS20"	"uS10|ribosomal 40S subunit protein S20|S10|URP2"	"chromosome 8"	"L000002442"	"8"	75412	75777	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein component of the small (40S) ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; homologous to mammalian ribosomal protein S20 and bacterial S10"
"15148"	"S000000993"	"ORF"	"Verified"	"YHL001W"	"RPL14B"	"eL14|ribosomal 60S subunit protein L14B|L14e|L14B"	"chromosome 8"	"L000002707"	"8"	104277	105091	"W"	NA	"2011-02-03"	"1996-07-31"	"Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14B has a paralog, RPL14A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
"15723"	"S000001246"	"ORF"	"Verified"	"YHR203C"	"RPS4B"	"eS4|ribosomal 40S subunit protein S4B|S4e|rp5|YS6|S7B|S4B"	"chromosome 8"	"L000001750"	"8"	505530	504476	"C"	NA	"2005-11-07"	"1999-07-17|1996-07-31"	"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4B has a paralog, RPS4A, that arose from the whole genome duplication"
"15908"	"S000001395"	"ORF"	"Verified"	"YIL133C"	"RPL16A"	"uL13|ribosomal 60S subunit protein L16A|L13|rp22|YL15|L21A|L16A|RPL13"	"chromosome 9"	"L000001709"	"9"	99416	98527	"C"	NA	"1994-12-10"	"1994-12-10"	"Ribosomal 60S subunit protein L16A; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16A has a paralog, RPL16B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
"16210"	"S000001280"	"ORF"	"Verified"	"YIL018W"	"RPL2B"	"uL2|ribosomal 60S subunit protein L2B|L2|rp8|YL6|L5B|L2B|LOT2|RPL5A"	"chromosome 9"	"L000001707"	"9"	316768	317932	"W"	NA	"2011-02-03"	"1994-12-10"	"Ribosomal 60S subunit protein L2B; homologous to mammalian ribosomal protein L2 and bacterial L2; RPL2B has a paralog, RPL2A, that arose from the whole genome duplication; expression is upregulated at low temperatures"
